,MN,HD,HR,HIP,Gl,Name,OtherDesignations,ProperName,Bayer,Flamsteed,Constellation,RAJ2000,DecJ2000,pmRA,pmDec,RadVel,Distance,Vmag,Vmag_min,Vmag_max,B-V,SpType,Luminosity,XJ2000,YJ2000,ZJ2000,VXJ2000,VYJ2000,VZJ2000,Primary,MultipleID,IsMultiple,IsVariable
1833,1834,157243,6460,85162,,HD 157243,HD 157243/HIP 85162/HR 6460/HYG 84902/MN 1834,,,,Sco,17.403636,-44.162576,-6.87,-30.41,13.0,226.2443,5.1,,,-0.052,B7III,406.6305463404283,-25.236743,-160.325921,-157.623734,-3.319e-05,1.47e-05,-5.31e-06,84903,,0,0
1834,1835,166230,6794,88899,,101 Her,101 Her/HD 166230/HIP 88899/HR 6794/HYG 88620/MN 1835,,,101 Her,Her,18.148018,20.045233,8.45,-21.05,-16.0,100.8065,5.1,,,0.176,A8III,80.68633703638186,3.668784,-94.628648,34.552576,-1.527e-05,1.2e-05,3.67e-06,88621,,0,0
1835,1836,180972,7319,94885,,23 Aql,23 Aql/HD 180972/HIP 94885/HR 7319/HYG 94589/MN 1836,,,23 Aql,Aql,19.309026,1.085129,11.24,17.87,-24.0,113.7656,5.1,,,1.143,K2II-IIIvar,102.80162981264736,38.222125,-107.130716,2.154482,9.39e-06,2.537e-05,-2.47e-06,94590,,0,0
1836,1837,206067,8277,106944,,25 Aqr,25 Aqr/HD 206067/HIP 106944/HR 8277/HYG 106600/MN 1837,,,25 Aqr,Aqr,21.65924,2.243558,-32.7,-84.17,-35.0,69.4444,5.1,,,1.034,K0III,38.30010812264485,56.764173,-39.911393,2.718561,-2.972e-05,1.093e-05,-3.468e-05,106601,,0,0
1837,1838,206834,8311,107382,,46 Cap,46 Cap/HD 206834/HIP 107382/HR 8311/HYG 107038/MN 1838,,,46 Cap,Cap,21.750071,-9.082428,12.96,-1.65,-5.0,242.7184,5.1,,,1.108,G8II-III,468.1661397243647,199.285123,-133.152728,-38.314364,-1.11e-06,1.565e-05,4.02e-06,107039,,0,0
1838,1839,217476,8752,113561,,HD 217476,HD 217476/HIP 113561/HR 8752/HYG 113200/MN 1839,,,,Cas,23.001417,56.945374,-2.94,-3.09,-58.0,100000.0,5.1,5.156,5.046,1.011,G0Ia,79432823.47242822,52690.534569,-14097.440705,83815.091891,-0.00086675,-0.00169294,0.00081322,113201,,0,1
1839,1840,223647,9032,117689,,γ1 Oct,Gam1Oct/HD 223647/HIP 117689/HR 9032/HYG 117318/MN 1840/γ1 Oct,,γ1 Oct,,Oct,23.868518,-82.018818,-49.07,-20.91,15.0,81.3008,5.1,,,0.934,G7III,52.48074602497726,11.281767,-0.388639,-80.513431,-1.634e-05,-1.912e-05,-6.69e-06,117321,,0,0
1840,1841,9132,433,6960,,48 Cet,48 Cet/HD 9132/HIP 6960/HR 433/HYG 6946/MN 1841,,,48 Cet,Cet,1.49337,-21.629339,55.64,3.22,1.0,71.3776,5.11,,,0.028,A0V,40.10513660865759,61.345007,25.285292,-26.30983,6.6e-07,1.832e-05,-6.08e-06,6946,,0,0
1841,1842,24626,1214,18213,,HD 24626,HD 24626/HIP 18213/HR 1214/HYG 18168/MN 1842,,,,Eri,3.894151,-34.732297,31.99,-0.81,21.0,106.1571,5.11,,,-0.133,B6/B7V,88.71560120379604,45.697916,74.316583,-60.482358,-1.258e-05,2.346e-05,-4.9e-06,18168,,0,0
1842,1843,33256,1673,23941,Gl 189.2,68 Eri,68 Eri/Gl 189.2/HD 33256/HIP 23941/HR 1673/HYG 23886/MN 1843,,,68 Eri,Eri,5.145472,-4.456207,55.62,16.03,10.4,25.4582,5.11,,,0.455,F2V,5.100350239594464,5.630937,24.74883,-1.978036,1.15e-06,1.201e-05,-4.31e-06,23886,,0,0
1843,1844,49340,2511,33104,,43 Cam,43 Cam/HD 49340/HIP 33104/HR 2511/HYG 33017/MN 1844,,,43 Cam,Cam,6.895068,68.888309,4.53,7.3,-21.0,300.3003,5.11,,,-0.114,B7III,709.904615855288,-25.114645,105.208167,280.143987,-1.621e-05,-1.87e-05,-2.32e-06,33017,,0,0
1844,1845,57219,2790,35406,,HD 57219,HD 57219/HIP 35406/HR 2790/HYG 35309/MN 1845,,,,Pup,7.310607,-36.742735,-10.15,5.9,18.0,232.0186,5.11,5.125,5.095,-0.17,A0V,423.8381057743503,-62.548985,175.086205,-138.798959,-5.7e-06,2.147e-05,4.45e-06,35309,,0,1
1845,1846,86146,3928,48833,GJ 3574,19 LMi,19 LMi/GJ 3574/HD 86146/HIP 48833/HR 3928/HYG 48693/MN 1846,,,19 LMi,LMi,9.96141,41.055633,-116.94,-26.26,-8.9,28.1452,5.11,,,0.481,F6Vs,6.2344766110500585,-18.271887,10.796902,18.485477,-8.68e-06,1.144e-05,1.2e-05,48693,,0,0
1846,1847,96919,4338,54461,,HD 96919,HD 96919/HIP 54461/HR 4338/HYG 54302/MN 1847,,,,Car,11.142778,-61.947175,-5.82,2.03,-22.0,100000.0,5.11,5.147,5.077,0.195,B9Ia,78704578.96951,-45849.219471,10465.793192,-88251.437424,0.00048266,0.00294154,-0.00020851,54302,,0,1
1847,1848,116713,5058,65535,,HD 116713,HD 116713/HIP 65535/HR 5058/HYG 65329/MN 1848,,,,Cen,13.435483,-39.755107,168.31,-58.6,67.0,62.3441,5.11,,,1.181,Kp...,30.591445594864084,-44.584668,-17.591463,-39.869905,-5.744e-05,-6.25e-05,-1.98e-05,65330,,0,0
1848,1849,141767,5891,77982,,κ TrA,HD 141767/HIP 77982/HR 5891/HYG 77745/Kap TrA/MN 1849/κ TrA,,κ TrA,,TrA,15.924891,-68.603001,-8.9,-6.27,6.0,370.3704,5.11,,,1.108,G6VII,1079.443709984454,-69.848616,-115.667606,-344.842643,-9.82e-06,1.532e-05,-9.42e-06,77746,,0,0
1849,1850,169702,6903,90191,,μ Lyr,2 Lyr/2Mu Lyr/HD 169702/HIP 90191/HR 6903/HYG 89911/MN 1850/μ Lyr,,μ Lyr,2 Lyr,Lyr,18.40383,39.507239,-21.31,-4.56,-24.0,134.5895,5.11,,,0.047,A3IVn,142.56075936021878,10.957928,-103.261796,85.622433,-1.791e-05,1.548e-05,-1.562e-05,89912,,0,0
1850,1851,172777,7021,91875,,λ CrA,HD 172777/HIP 91875/HR 7021/HYG 91588/Lam CrA/MN 1851/λ CrA,,λ CrA,,CrA,18.729706,-38.323441,1.12,-53.81,-26.0,62.9327,5.11,,,0.075,A0/A1V,31.160183031054608,9.374585,-48.473774,-39.024426,3.61e-06,3.054e-05,-5.56e-06,91589,,0,0
1851,1852,180777,7312,94083,Gl 748.1,59 Dra,59 Dra/Gl 748.1/HD 180777/HIP 94083/HR 7312/HYG 93787/MN 1852,,,59 Dra,Dra,19.152716,76.560502,51.63,-119.8,0.8,27.3,5.11,,,0.308,A9V,5.866782664019767,1.885917,-6.058273,26.552421,-2.89e-06,-1.287e-05,1.116e-05,93788,,0,0
1852,1853,196378,7875,101983,Gl 794.2,φ2 Pav,Gl 794.2/HD 196378/HIP 101983/HR 7875/HYG 101653/MN 1853/Phi2Pav/φ2 Pav,,φ2 Pav,,Pav,20.667347,-60.548892,312.88,-568.99,-31.6,24.6609,5.11,,,0.544,F8V,4.786300923226383,7.795677,-9.286908,-21.473863,-5.31e-06,8.159e-05,-1.965e-05,101654,,0,0
1853,1854,197937,7943,102693,Gl 808.1,ι Mic,Gl 808.1/HD 197937/HIP 102693/HR 7943/HYG 102361/Iot Mic/MN 1854/ι Mic,,ι Mic,,Mic,20.808084,-43.988544,175.78,-112.17,-14.9,35.4233,5.11,,,0.361,F1IV,9.87188301068396,17.093706,-18.903764,-24.601904,-3.28e-06,3.83e-05,6.06e-06,102362,,0,0
1854,1855,208816,8383,108317,,HD 208816,HD 208816/HIP 108317/HR 8383/HYG 107971/MN 1855,,,,Cep,21.944207,63.625557,-0.33,-3.82,-19.0,751.8797,5.11,5.409,4.909,1.547,M2 comp,4450.409766495368,286.792403,-171.213029,673.616393,-2.359e-05,-3e-06,2.68e-06,107972,,0,1
1855,1856,211202,8488,109973,,μ2 Gru,HD 211202/HIP 109973/HR 8488/HYG 109626/MN 1856/Mu 2Gru/μ2 Gru,,μ2 Gru,,Gru,22.274045,-41.627225,-13.56,-9.5,13.0,81.367,5.11,,,0.93,G8III,52.095474732855536,54.716493,-26.556325,-54.050668,-1.163e-05,-8.06e-06,4.37e-06,109627,,0,0
1856,1857,214665,8621,111795,,HD 214665,HD 214665/HIP 111795/HR 8621/HYG 111442/MN 1857,,,,Lac,22.64386,56.795632,52.42,-32.28,8.0,138.3126,5.11,5.173,5.043,1.537,M4III,150.52200686321297,71.019954,-26.330261,115.729333,-5.01e-06,2.51e-05,3.34e-05,111443,,0,1
1857,1858,215373,8656,112242,,13 Lac,13 Lac/HD 215373/HIP 112242/HR 8656/HYG 111887/MN 1858,,,13 Lac,Lac,22.734856,41.819235,-8.33,3.11,13.0,78.6782,5.11,,,0.96,K0III,48.70796664925366,55.448261,-19.067659,52.461339,9.75e-06,-5.97e-06,7.59e-06,111888,,0,0
1858,1859,11753,558,8882,,φ Phe,HD 11753/HIP 8882/HR 558/HYG 8863/MN 1859/Phi Phe/φ Phe,,φ Phe,,Phe,1.906122,-42.49695,-34.32,-28.34,12.0,94.0734,5.12,,,-0.06,A3V,68.99220098440475,60.903095,33.194145,-63.551448,-1.782e-05,-1.359e-05,7.77e-06,8863,,0,0
1859,1860,19319,934,14240,,μ Hor,HD 19319/HIP 14240/HR 934/HYG 14206/MN 1860/Mu Hor/μ Hor,,μ Hor,,Hor,3.060239,-59.737775,-72.81,-63.89,17.0,43.4028,5.12,,,0.349,F0IV,14.69602898979651,15.220957,15.708683,-37.488345,-2.179e-05,-1.271e-05,9.02e-06,14206,,0,0
1860,1861,32964,1657,23794,,66 Eri,66 Eri/HD 32964/HIP 23794/HR 1657/HYG 23739/MN 1861,,,66 Eri,Eri,5.112681,-4.655163,10.05,0.0,31.0,94.697,5.12,5.128,5.108,-0.059,B9.5V,69.95197810512134,21.728898,91.849673,-7.685495,-2.57e-06,3.181e-05,2.79e-06,23739,,0,1
1861,1862,55526,2719,34670,GJ 3434,HD 55526,GJ 3434/HD 55526/HIP 34670/HR 2719/HYG 34578/MN 1862,,,,Pup,7.179858,-48.932098,-17.24,196.97,63.6,96.8992,5.12,,,1.251,K2III,73.248713266504,-19.352039,60.645816,-73.055793,1.174e-05,0.00010963,-2.648e-05,34578,,0,0
1862,1863,57264,2793,35710,,65 Aur,65 Aur/HD 57264/HIP 35710/HR 2793/HYG 35611/MN 1863,,,65 Aur,Aur,7.367397,36.760584,-98.6,-22.08,23.0,72.3589,5.12,,,1.082,K0III,40.8131391596972,-20.311858,54.295032,43.304943,7.87e-06,3.411e-05,2.417e-05,35611,,0,0
1863,1864,62713,3002,37664,,HD 62713,HD 62713/HIP 37664/HR 3002/HYG 37557/MN 1864,,,,Pup,7.728307,-40.933746,131.14,-171.23,53.0,66.5336,5.12,,,1.104,K1III,34.514373933585624,-21.975049,45.206212,-43.592186,-7.724e-05,-1.421e-05,-4.012e-05,37557,,0,0
1864,1865,63975,3059,38373,,ζ CMi,13 CMi/13Zet CMi/HD 63975/HIP 38373/HR 3059/HYG 38264/MN 1865/ζ CMi,,ζ CMi,13 CMi,CMi,7.861663,1.766868,-13.97,-3.78,32.0,191.2046,5.12,,,-0.116,B8II,284.9705627341154,-89.501476,168.861004,5.895379,-2.49e-06,3.506e-05,-3.93e-06,38264,,0,0
1865,1866,80108,3692,45505,,HD 80108,HD 80108/HIP 45505/HR 3692/HYG 45374/MN 1866,,,,Vel,9.273066,-44.265735,-2.54,4.66,-3.0,100000.0,5.12,,,1.636,K3Ib,77983011.05232593,-54124.155101,46890.460667,-69798.714369,0.00161986,0.00196167,-0.00038382,45374,,0,0
1866,1867,82984,3817,46914,,HD 82984,HD 82984/HIP 46914/HR 3817/HYG 46780/MN 1867,,,,Vel,9.562374,-49.005072,-23.39,8.78,17.0,254.4529,5.12,,,-0.114,B4IV,504.8937562011554,-134.067443,99.438159,-192.052933,-6.02e-06,3.484e-05,1.46e-06,46780,,0,0
1867,1868,92424,4178,52353,,38 UMa,38 UMa/HD 92424/HIP 52353/HR 4178/HYG 52202/MN 1868,,,38 UMa,UMa,10.69908,65.71628,-162.71,-75.04,-11.0,69.541,5.12,,,1.207,K2IIIvar,37.705091583339296,-26.956275,9.553326,63.387934,-2.066e-05,5.786e-05,9.5e-07,52202,,0,0
1868,1869,94247,4246,53261,,44 UMa,44 UMa/HD 94247/HIP 53261/HR 4246/HYG 53107/MN 1869,,,44 UMa,UMa,10.892911,54.585128,-66.85,-9.83,1.0,200.4008,5.12,,,1.355,K3III,313.0401190096238,-111.287041,33.189755,163.322132,-4.7e-06,6.463e-05,1.053e-05,53107,,0,0
1869,1870,100262,4442,56250,,ο2 Cen,HD 100262/HIP 56250/HR 4442/HYG 56082/MN 1870/Omi2Cen/ο2 Cen,,ο2 Cen,,Cen,11.530223,-59.515648,-6.59,0.67,-17.0,100000.0,5.12,5.147,5.097,0.432,A3Ia,77983011.05232593,-50347.114747,6223.478814,-86176.773656,0.00017975,0.00320377,0.00012288,56083,,0,1
1870,1871,109536,4794,61468,,HD 109536,HD 109536/HIP 61468/HR 4794/HYG 61274/MN 1871,,,,Cen,12.595987,-41.021945,-107.25,1.11,-11.0,35.524,5.12,,,0.224,A7III,9.84464363980378,-26.475729,-4.164792,-23.316043,7.53e-06,1.954e-05,5.39e-06,61275,,0,0
1871,1872,111067,4851,62356,,27 Com,27 Com/HD 111067/HIP 62356/HR 4851/HYG 62160/MN 1872,,,27 Com,Com,12.777433,16.577691,12.55,17.39,53.0,104.1667,5.12,,,1.346,K3III,84.64474480977,-97.776575,-20.180053,29.72048,2.388e-05,-1.62e-05,-4.714e-05,62161,,0,0
1872,1873,160691,6585,86796,Gl 691,Cervantes,Cervantes/Gl 691/HD 160691/HIP 86796/HR 6585/HYG 86528/MN 1873/Mu Ara/μ Ara,Cervantes,μ Ara,,Ara,17.735752,-51.834053,-15.06,-191.17,-9.0,15.5111,5.12,,,0.694,G5V,1.8758581737992832,-0.662558,-9.561971,-12.19514,-1.65e-06,1.703e-05,4e-08,86529,,0,0
1873,1874,168914,6877,89935,,107 Her,107 Her/HD 168914/HIP 89935/HR 6877/HYG 89656/MN 1874,,,107 Her,Her,18.350283,28.869954,4.01,48.81,-30.0,80.6452,5.12,,,0.212,A7V,50.72242398926514,6.467264,-70.32546,38.937246,1.9e-06,3.607e-05,-1.74e-06,89657,,0,0
1874,1875,170680,6944,90806,,HD 170680,HD 170680/HIP 90806/HR 6944/HYG 90523/MN 1875,,,,Sgr,18.523971,-18.402697,-6.98,-21.43,-37.0,68.3995,5.12,,,0.016,B9/B9.5V,36.47539469256078,8.874965,-64.291644,-21.593188,5.2e-06,3.747e-05,-7.51e-06,90524,,0,0
1875,1876,171391,6970,91105,,HD 171391,HD 171391/HIP 91105/HR 6970/HYG 90822/MN 1876,,,,Sct,18.583998,-10.977206,49.1,-5.04,7.0,100.9082,5.12,,,0.926,G8III,79.43282347242817,15.086673,-97.906391,-19.214796,-3.78e-06,-2.82e-06,2.474e-05,90823,,0,0
1876,1877,183914,7418,95951,,β2 Cyg,6 Cyg/6Bet2Cyg/HD 183914/HIP 95951/HR 7418/HYG 95651/MN 1877/β2 Cyg,,β2 Cyg,6 Cyg,Cyg,19.51261,27.965276,-1.95,-0.98,-18.0,122.549,5.12,,,-0.095,B8V,117.16556739113024,41.751189,-99.862557,57.467608,-9.15e-06,1.43e-05,-7.24e-06,95652,,0,0
1877,1878,184492,7430,96327,,37 Aql,37 Aql/HD 184492/HIP 96327/HR 7430/HYG 96025/MN 1878,,,37 Aql,Aql,19.585349,-10.560444,6.87,-3.04,-31.0,140.2525,5.12,,,1.122,G8III,153.4616982799294,55.595958,-126.170753,-25.704404,3.78e-06,3.075e-05,-8.45e-06,96026,,0,0
1878,1879,187691,7560,97675,Gl 768.1A,ο Aql,54 Aql/54Omi Aql/Gl 768.1A/HD 187691/HIP 97675/HR 7560/HYG 97364/MN 1879/ο Aql,,ο Aql,54 Aql,Aql,19.850456,10.415727,240.09,-134.51,-0.2,19.1902,5.12,,,0.563,F8V,2.8707805820246897,8.789994,-16.702189,3.469379,-1.234e-05,8.58e-06,2.073e-05,97365,Gl 768.1,1,0
1879,1880,195569,7846,101477,,ν Mic,HD 195569/HIP 101477/HR 7846/HYG 101150/MN 1880/Nu Mic/ν Mic,,ν Mic,,Mic,20.565297,-44.516048,11.17,-35.67,9.0,71.736,5.12,,,0.999,K0III,40.14209182043211,31.828338,-40.043151,-50.294813,-1.53e-05,4.09e-06,1.71e-06,101151,,0,0
1880,1881,212010,8516,110391,,47 Aqr,47 Aqr/HD 212010/HIP 110391/HR 8516/HYG 110044/MN 1881,,,47 Aqr,Aqr,22.35988,-21.59823,-11.34,-84.57,49.0,52.4384,5.12,,,1.057,K0III,21.43877665973507,44.330983,-20.297993,-19.302517,-3.844e-05,-1.872e-05,3.397e-05,110045,,0,0
1881,1882,217792,8767,113860,Gl 886.2,π PsA,Gl 886.2/HD 217792/HIP 113860/HR 8767/HYG 113499/MN 1882/Pi PsA/π PsA,,π PsA,,PsA,23.05828,-34.749412,74.8,84.45,-6.0,29.4204,5.12,,,0.305,A9V,6.748387308707568,23.442366,-5.899524,-16.769254,1.339e-05,9.9e-06,4.37e-06,113500,,0,0
1882,1883,224926,9087,145,,29 Psc,29 Psc/HD 224926/HIP 145/HR 9087/HYG 145/MN 1883,,,29 Psc,Psc,0.030402,-3.027504,18.9,-10.25,23.0,139.2758,5.13,,,-0.128,B7III-IV,149.830421062266,139.077212,1.106982,-7.355907,-8.15e-06,1.294e-05,2.302e-05,145,,0,0
1883,1884,1014,46,1158,,HD 1014,HD 1014/HIP 1158/HR 46/HYG 1156/MN 1884,,,,Cet,0.241008,-7.780532,61.01,2.36,-2.0,178.5714,5.13,5.181,5.111,1.601,M3IIIvar,246.37690767217697,176.575373,11.155955,-24.174803,2.3e-06,5.26e-05,-5.08e-06,1156,,0,1
